index,Status,PDF Page,Account,Fund,Department,Line Item,Type,2027 Requested,2027 Approved,2026 Budget,2026 YTD,% Used,2025 Actual,2024 Actual,OCR Source Line
112,Verified,141,099-303-154,State Fines / Fees,County Clerk Fees,NON-DISCLOSURE FEE,Revenue,,,50,0.0,0.0,0.0,0.0,2027 099-303-154 NON-DISCLOSURE FEE 50.00 00.00 00 00
113,Verified,141,099-303-159,State Fines / Fees,County Clerk Fees,INDIGENT LEGAL SERVICES (,Revenue,,,250,0.0,0.0,0.0,0.0,2027 099-303-159 INDIGENT LEGAL SERVICES ¢ 250.00 00.00 00 00
114,Verified,141,099-303-160,State Fines / Fees,County Clerk Fees,JUDICIAL FUND (JF),Revenue,,,500,0.0,0.0,0.0,0.0,2027 099-303-160 JUDICIAL FUND (JF) 500.00 00.00 00 00
115,Verified,141,099-303-164,State Fines / Fees,County Clerk Fees,JUDICIAL SUPPORT FEE (JSF,Revenue,,,500,0.0,0.0,0.0,0.0,2027 099-303-164 JUDICIAL SUPPORT FEE (JSF 500.00 00.00 00 00
116,Verified,141,099-303-165,State Fines / Fees,County Clerk Fees,CIVIL E-FILE,Revenue,,,500,0.0,0.0,0.0,0.0,2027 099-303-165 CIVIL E-FILE 500.00 00.00 00 00
117,Verified,141,099-303-167,State Fines / Fees,County Clerk Fees,PERSONNEL TRAINING FEE,Revenue,,,300,0.0,0.0,0.0,0.0,2027 099-303-167 PERSONNEL TRAINING FEE 300.00 00.00 00 00
118,Verified,141,099-303-191,State Fines / Fees,County Clerk Fees,SPECIALTY COURT FEE,Revenue,,,250,0.0,0.0,0.0,0.0,2027 099-303-191 SPECIALTY COURT FEE 250.00 00.00 00 00
119,Verified,141,099-305-102,State Fines / Fees,District Clerk Fees,STATE CONSOLIDATE CV FEE (NE,Revenue,6500.0,,3000,6714.3,223.81,3037.16,7441.0,"2027 099-305-102 STATE CONSOLIDATE CV FEE (NE 6,500.00 3,000.00 6,714.30 223.81 3.037.157.4410"
120,Verified,141,099-305-108,State Fines / Fees,District Clerk Fees,DNA CS,Revenue,50.0,,100,0.0,0.0,0.0,35.48,2027 099-305-108 DNA CS 50.00 100.00 00.00 00 35.48
121,Verified,141,099-305-110,State Fines / Fees,District Clerk Fees,EMS TRAUMA FUND,Revenue,50.0,,200,0.0,0.0,105.55,182.65,2027 099-305-110 EMS TRAUMA FUND 50.00 200.00 00.00 105.55 182.65
122,Verified,141,099-305-112,State Fines / Fees,District Clerk Fees,JURY REINBURSEMENT (JRF),Revenue,5.0,,0,6.29,0.0,0.18,0.0,2027 099-305-112 JURY REINBURSEMENT (JRF) 5.00 00 6.29.00 18 00
123,Verified,141,099-305-123,State Fines / Fees,District Clerk Fees,JUDICIAL SUPPORT FEE (JS),Revenue,,,10,0.0,0.0,0.0,43.01,2027 099-305-123 JUDICIAL SUPPORT FEE (JS) 10.00 00.00 00 43.01
124,Verified,141,099-305-125,State Fines / Fees,District Clerk Fees,CRIMINAL E-FILE,Revenue,,,20,0.0,0.0,5.0,4.79,2027 099-305-125 CRIMINAL E-FILE 20.00 00.00 5.00 4.79
125,Verified,141,099-305-161,State Fines / Fees,District Clerk Fees,DIVORCE & FAMILY LAW,Revenue,,,50,0.0,0.0,0.0,0.0,2027 099-305-161 DIVORCE & FAMILY LAW 50.00 00.00 00 00
126,Verified,141,099-305-163,State Fines / Fees,District Clerk Fees,INDIGENT LEGAL SERVICES (,Revenue,25.0,,100,17.71,17.71,70.0,50.0,2027 099-305-163 INDIGENT LEGAL SERVICES ( 25.00 100.00 wa wn 70.00 50.00
127,Corrected,141,099-305-113,State Fines / Fees,District Clerk Fees,INDIGENT DEFENSE FUND (ID,Revenue,,,10,0.0,0.0,0.0,2.01,2027 099-308-113 INDIGENT DEFENSE FUND (ID 10.00 00.00 00 2.01
128,Verified,142,099-305-904,State Fines / Fees,District Clerk Fees,JURY TRIAL FEE (2020),Revenue,10.0,,10,0.0,0.0,0.75,4.0,2027 099-305-904 JURY TRIAL FEE (2020) 10.00 10.00 00.00 75 4.00
129,Verified,142,099-306-000,State Fines / Fees,J.P. Fees,J.P. FEES,Revenue,,,0,0.0,0.0,0.0,0.0,2027 099-306-000 J.P. FEES 00 00.00 00 1)
130,Verified,142,099-306-103,State Fines / Fees,J.P. Fees,STATE CCC 01-01-2020,Revenue,125000.0,,35000,122362.36,349.61,96693.15,37398.88,"2027 099-306-103 STATE CCC 01-01-2020 125,000.00 35,000.00 122,362.36 349.61 96,693.15 37,398.88"
131,Verified,142,099-306-114,State Fines / Fees,J.P. Fees,MOVING VIOLATIONS FEE (MV,Revenue,50.0,,50,0.78,1.56,1.96,2.64,2027 099-306-114 MOVING VIOLATIONS FEE (HV 50.00 50.00 78 1.56 1.96 2.64
132,Verified,142,099-306-120,State Fines / Fees,J.P. Fees,MOTOR CARRIER WEIGHT (CVE,Revenue,100.0,,1500,0.0,0.0,1.0,1208.5,"2027 099-306-120 MOTOR CARRIER WEIGHT (CVE 100.00 1,500.00 00.00 1.00 1,208.50"
133,Verified,142,099-306-121,State Fines / Fees,J.P. Fees,TIME PAYMENT PLAN (TP),Revenue,50.0,,500,9.53,1.91,119.21,100.0,2027 099-306-121 TIME PAYMENT PLAN (TP) 50.00 500.00 953 1.91 119.21 100.00
134,Verified,142,099-306-122,State Fines / Fees,J.P. Fees,FUGITIVE APPREHENSION,Revenue,10.0,,100,0.0,0.0,10.0,0.0,2027 099-306-122 FUGITIVE APPREHENSION 10.00 100.00 00.00 10.00 00
135,Verified,142,099-306-165,State Fines / Fees,J.P. Fees,CIVIL £-FILE,Revenue,,,100,0.0,0.0,0.0,0.0,2027 099-306-165 CIVIL £-FILE 100.00 00.00 00 00
136,Verified,142,099-306-167,State Fines / Fees,J.P. Fees,PERSONNEL TRAINING FEE,Revenue,,,100,0.0,0.0,4.0,0.0,2027 099-306-167 PERSONNEL TRAINING FEE 100.00 00.00 4.00 00
137,Verified,142,099-306-194,State Fines / Fees,J.P. Fees,COMPENSATION TO CRIME VICTIM,Revenue,,,50,0.0,0.0,30.0,0.0,2027 099-306-194 COMPENSATION TO CRIME VICTIM 50.00 00.00 30.00 00
138,Corrected,143,099-400-454,State Fines / Fees,State Fines & Fees,CHILD SAFETY SEAT,Expenditure,100.0,,200,0.0,0.0,291.95,60.0,2027 099-400-454 CHILO SAFETY SEAT 100.00 200.00 00.00 291.95 60.00-
139,Corrected,144,099-406-489,State Fines / Fees,Justice Of The Peace Exp,COLLECTION FEES,Expenditure,8500.0,,8500,7879.33,92.7,7134.43,7170.37,"2027 099-405-489 COLLECTION FEES 8,500.00 8,500.00 7.879.338 92.70 7,134.43 7,170.37"
140,Corrected,144,099-406-998,State Fines / Fees,Justice Of The Peace Exp,EXPENDITURES,Expenditure,8500.0,,8500,7879.33,92.7,7134.43,7170.37,"2027 099-406-998 EXPENDITURES 8,500.00 8,500.00 7.879.338 92.70 7,134.43 7,170.37"
